CustomerID,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod
Cust4430,418,05-01-2012,29796.5,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust2455,440.25,05-01-2012,32128.25,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust6014,97.25,05-01-2012,97.25,06-Dec-11,No,Month-to-month,Electronic check
Cust4671,125.75,05-01-2012,1659.25,11-Dec-10,Yes,Month-to-month,Bank transfer (automatic)
Cust1558,379.5,05-01-2012,7748.75,15-Apr-10,Yes,One year,Bank transfer (automatic)
Cust3457,98.25,05-01-2012,3896.25,24-Jun-08,Yes,Two year,Bank transfer (automatic)
Cust3181,101.75,05-01-2012,463.75,08-Aug-11,No,Month-to-month,Mailed check
Cust4385,477.5,05-01-2012,17091,19-Feb-09,No,Month-to-month,Electronic check
Cust5861,471.75,05-01-2012,27818.25,01-Apr-07,No,Two year,Bank transfer (automatic)
Cust2736,219.75,05-01-2012,219.75,06-Dec-11,No,Month-to-month,Mailed check
Cust2221,122,05-01-2012,7743.25,03-Oct-06,Yes,Two year,Bank transfer (automatic)
Cust3282,97.5,05-01-2012,157.75,06-Nov-11,No,Month-to-month,Mailed check
Cust3966,397,05-01-2012,1025.25,07-Oct-11,Yes,Month-to-month,Electronic check
Cust5600,276.25,05-01-2012,276.25,06-Dec-11,Yes,Month-to-month,Electronic check
Cust5417,468,05-01-2012,12020.5,16-Nov-09,Yes,Month-to-month,Electronic check
Cust5622,382.75,05-01-2012,10327,17-Sep-09,No,Month-to-month,Bank transfer (automatic)
Cust3042,125.5,05-01-2012,8488.5,04-Aug-06,No,Two year,Mailed check
Cust1522,350.5,05-01-2012,350.5,06-Dec-11,No,Month-to-month,Electronic check
Cust4838,224.5,05-01-2012,224.5,06-Dec-11,Yes,Month-to-month,Bank transfer (automatic)
Cust1884,393.75,05-01-2012,18003.25,25-Apr-08,No,One year,Credit card (automatic)
Cust1448,568.25,05-01-2012,38573.25,06-Apr-06,Yes,Two year,Electronic check
Cust4158,295,05-01-2012,570.75,06-Nov-11,Yes,Month-to-month,Electronic check
Cust5855,123,05-01-2012,6395,29-Aug-07,No,Two year,Mailed check
Cust3261,103,05-01-2012,2909.25,17-Oct-09,No,Two year,Mailed check
Cust4072,126,05-01-2012,6531.5,27-Nov-07,No,One year,Electronic check
Cust4550,122.25,05-01-2012,8545.5,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust3657,529.75,05-01-2012,34876.25,04-Aug-06,Yes,One year,Credit card (automatic)
Cust5170,168,05-01-2012,2177.25,10-Jan-11,Yes,One year,Mailed check
Cust5400,279,05-01-2012,6639.25,14-Feb-10,No,One year,Bank transfer (automatic)
Cust3192,101.25,05-01-2012,2691,17-Oct-09,Yes,Two year,Bank transfer (automatic)
Cust2166,375.75,05-01-2012,17401.75,25-Apr-08,No,Two year,Credit card (automatic)
Cust5163,101.75,05-01-2012,2658,17-Oct-09,No,Two year,Credit card (automatic)
Cust2160,124,05-01-2012,8004.75,03-Sep-06,No,One year,Credit card (automatic)
Cust5984,375.75,05-01-2012,19112.25,27-Nov-07,Yes,Two year,Bank transfer (automatic)
Cust2195,573.75,05-01-2012,39211.5,06-Apr-06,No,Two year,Credit card (automatic)
Cust2800,547.5,05-01-2012,39274.5,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust4350,554.25,05-01-2012,26379,25-Feb-08,Yes,One year,Credit card (automatic)
Cust2076,445.75,05-01-2012,2066.25,08-Aug-11,Yes,Month-to-month,Electronic check
Cust6495,471,05-01-2012,29477.25,01-Jan-07,Yes,Month-to-month,Credit card (automatic)
Cust2758,555.75,05-01-2012,38687.75,06-Apr-06,Yes,Two year,Mailed check
Cust3661,454.75,05-01-2012,21183,26-Mar-08,No,One year,Bank transfer (automatic)
Cust5405,322,05-01-2012,15176.75,26-Jan-08,Yes,One year,Bank transfer (automatic)
Cust1569,151,05-01-2012,7265.5,27-Dec-07,Yes,Month-to-month,Bank transfer (automatic)
Cust2318,498,05-01-2012,1738.25,07-Sep-11,Yes,Month-to-month,Electronic check
Cust2564,526.5,05-01-2012,6378.25,10-Jan-11,Yes,Month-to-month,Electronic check
Cust5974,397,05-01-2012,21192.25,30-Jun-07,No,Month-to-month,Electronic check
Cust2593,278.5,05-01-2012,1678.25,09-Jul-11,Yes,Month-to-month,Bank transfer (automatic)
Cust3463,394.5,05-01-2012,18251.75,25-Feb-08,Yes,One year,Electronic check
Cust2385,332,05-01-2012,472.75,06-Nov-11,No,Month-to-month,Bank transfer (automatic)
Cust6008,318.5,05-01-2012,10942.5,20-Jan-09,Yes,One year,Credit card (automatic)
Cust1894,351.25,05-01-2012,351.25,06-Dec-11,Yes,Month-to-month,Electronic check
Cust5824,400.25,05-01-2012,5561.5,11-Nov-10,Yes,Month-to-month,Credit card (automatic)
Cust4948,423.25,05-01-2012,26889,02-Nov-06,Yes,Two year,Credit card (automatic)
Cust6246,353.25,05-01-2012,25055.75,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust2718,101.25,05-01-2012,4367,25-Feb-08,No,Two year,Credit card (automatic)
Cust4180,547.25,05-01-2012,30722.75,01-Apr-07,Yes,Two year,Bank transfer (automatic)
Cust4824,479.75,05-01-2012,8727.5,14-Jul-10,Yes,Month-to-month,Credit card (automatic)
Cust3546,428,05-01-2012,24514,31-May-07,Yes,Month-to-month,Bank transfer (automatic)
Cust5517,254.5,05-01-2012,254.5,06-Dec-11,No,Month-to-month,Mailed check
Cust3831,102.5,05-01-2012,4325.25,25-May-08,Yes,One year,Bank transfer (automatic)
Cust1443,99.75,05-01-2012,6888.5,05-Jun-06,No,Two year,Bank transfer (automatic)
Cust1532,178.75,05-01-2012,4807,17-Sep-09,Yes,Month-to-month,Mailed check
Cust6472,421.5,05-01-2012,29985.5,05-Feb-06,No,Two year,Credit card (automatic)
Cust3581,452,05-01-2012,25495.75,30-Jun-07,Yes,Month-to-month,Credit card (automatic)
Cust4642,104.75,05-01-2012,427.5,07-Sep-11,No,Month-to-month,Bank transfer (automatic)
Cust5169,277.75,05-01-2012,2756.5,11-Mar-11,Yes,Month-to-month,Mailed check
Cust5427,302,05-01-2012,13202.75,24-Jun-08,Yes,One year,Credit card (automatic)
Cust4339,544.75,05-01-2012,35556.5,03-Oct-06,Yes,Month-to-month,Bank transfer (automatic)
Cust2732,399.75,05-01-2012,13636.5,21-Mar-09,Yes,One year,Bank transfer (automatic)
Cust5642,101.75,05-01-2012,1848,14-Jul-10,No,One year,Bank transfer (automatic)
Cust2438,374.25,05-01-2012,2862.25,10-May-11,Yes,Month-to-month,Electronic check
Cust1580,100.5,05-01-2012,1512.25,12-Oct-10,No,One year,Credit card (automatic)
Cust1319,475.75,05-01-2012,11978.5,16-Dec-09,Yes,Month-to-month,Electronic check
Cust4918,381.5,05-01-2012,12020.75,20-May-09,No,Month-to-month,Bank transfer (automatic)
Cust1890,375.5,05-01-2012,6064.25,12-Sep-10,No,Month-to-month,Bank transfer (automatic)
Cust2191,421.75,05-01-2012,17858,24-Jul-08,No,Two year,Credit card (automatic)
Cust2695,100.75,05-01-2012,2681.75,16-Dec-09,Yes,Month-to-month,Mailed check
Cust4410,403.5,05-01-2012,28380,07-Mar-06,Yes,Two year,Credit card (automatic)
Cust5621,489.75,05-01-2012,35571.25,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust6164,226.25,05-01-2012,15699,05-Feb-06,No,Two year,Credit card (automatic)
Cust1383,404.5,05-01-2012,22787.5,31-May-07,Yes,One year,Electronic check
Cust4726,270.5,05-01-2012,18972.5,05-Jun-06,Yes,Two year,Bank transfer (automatic)
Cust1860,218.5,05-01-2012,13091.5,02-Dec-06,Yes,Two year,Bank transfer (automatic)
Cust1843,103,05-01-2012,5465,31-Jan-07,No,Two year,Mailed check
Cust4173,99.5,05-01-2012,99.5,06-Dec-11,No,Month-to-month,Mailed check
Cust1427,146.75,05-01-2012,1082.25,10-May-11,No,Month-to-month,Mailed check
Cust1246,450.25,05-01-2012,13136,19-Jul-09,Yes,Month-to-month,Electronic check
Cust5979,535.25,05-01-2012,35712.5,05-Jul-06,Yes,One year,Credit card (automatic)
Cust5633,495,05-01-2012,6508.5,11-Dec-10,Yes,Month-to-month,Mailed check
Cust6415,326.5,05-01-2012,23798.75,06-Apr-06,No,Two year,Credit card (automatic)
Cust3346,538.75,05-01-2012,32609.5,01-Jan-07,Yes,One year,Electronic check
Cust2742,332,05-01-2012,6430.25,14-Jun-10,No,Month-to-month,Bank transfer (automatic)
Cust5334,509.25,05-01-2012,20431.5,22-Sep-08,No,Month-to-month,Electronic check
Cust4278,501.5,05-01-2012,21114.75,24-Jul-08,Yes,Month-to-month,Electronic check
Cust4525,483.25,05-01-2012,7941.25,13-Aug-10,Yes,One year,Bank transfer (automatic)
Cust1841,302.5,05-01-2012,15607.25,28-Oct-07,No,NA,Credit card (automatic)
Cust2663,253.5,05-01-2012,15443.75,01-Jan-07,Yes,One year,Bank transfer (automatic)
Cust4623,300.25,05-01-2012,16148.25,29-Aug-07,Yes,One year,Electronic check
Cust1718,452.75,05-01-2012,31195.25,07-Mar-06,Yes,Two year,Credit card (automatic)
Cust4370,125,05-01-2012,1581,10-Jan-11,No,Month-to-month,Electronic check
Cust5046,369.25,05-01-2012,16855,25-Apr-08,No,Two year,Credit card (automatic)
Cust6457,126.5,05-01-2012,7371.75,01-Apr-07,Yes,Two year,Credit card (automatic)
Cust1720,227.75,05-01-2012,15136.25,04-Aug-06,No,One year,Bank transfer (automatic)
Cust4596,348.75,05-01-2012,17812.5,28-Oct-07,Yes,One year,Credit card (automatic)
Cust6114,428.5,05-01-2012,18890.5,25-Apr-08,Yes,Month-to-month,Bank transfer (automatic)
Cust2125,199.5,05-01-2012,13981.75,05-Jun-06,Yes,Month-to-month,Bank transfer (automatic)
Cust4141,472.5,05-01-2012,15527.75,20-Apr-09,Yes,Month-to-month,Electronic check
Cust4828,227,05-01-2012,2094,10-Apr-11,Yes,Month-to-month,Electronic check
Cust3532,430,05-01-2012,5820.25,11-Nov-10,Yes,Month-to-month,Mailed check
Cust3417,370.5,05-01-2012,25155,06-May-06,No,Two year,Credit card (automatic)
Cust3406,300,05-01-2012,16580.5,30-Jun-07,No,One year,Credit card (automatic)
Cust2267,395.5,05-01-2012,1232.5,07-Oct-11,Yes,Month-to-month,Electronic check
Cust2495,398.5,05-01-2012,26467,05-Jul-06,Yes,Two year,Electronic check
Cust2387,347,05-01-2012,15291.5,24-Jul-08,Yes,Month-to-month,Bank transfer (automatic)
Cust4770,96.75,05-01-2012,1546.25,14-Jul-10,No,Two year,Mailed check
Cust1733,514,05-01-2012,10550.75,15-Apr-10,Yes,Month-to-month,Electronic check
Cust5804,409.75,05-01-2012,28007,06-May-06,Yes,Two year,Bank transfer (automatic)
Cust3246,351.5,05-01-2012,1177.5,07-Oct-11,Yes,Month-to-month,Electronic check
Cust6227,275.25,05-01-2012,513.75,06-Nov-11,Yes,Month-to-month,Credit card (automatic)
Cust5217,420.5,05-01-2012,29908.25,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust3350,399,05-01-2012,25170.25,02-Nov-06,No,Two year,Credit card (automatic)
Cust2368,506.75,05-01-2012,36615.75,05-Feb-06,Yes,One year,Electronic check
Cust3669,293.75,05-01-2012,11015.5,21-Dec-08,Yes,One year,Mailed check
Cust4146,340.75,05-01-2012,24043.5,05-Feb-06,No,Two year,Mailed check
Cust2883,516.75,05-01-2012,4236.5,10-May-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4863,427.5,05-01-2012,20211.5,25-Feb-08,No,Month-to-month,Mailed check
Cust4887,100.5,05-01-2012,6948,07-Mar-06,No,Two year,Bank transfer (automatic)
Cust5543,353.5,05-01-2012,353.5,06-Dec-11,Yes,Month-to-month,Mailed check
Cust4187,495.75,05-01-2012,2325.25,08-Aug-11,Yes,Month-to-month,Mailed check
Cust2284,502.75,05-01-2012,14152.25,18-Aug-09,No,One year,Credit card (automatic)
Cust2068,100,05-01-2012,2082.25,15-May-10,Yes,One year,Mailed check
Cust4123,395.75,05-01-2012,27682.5,06-Apr-06,No,Two year,Mailed check
Cust2089,522.25,05-01-2012,27406.25,28-Sep-07,Yes,One year,Bank transfer (automatic)
Cust2537,500,05-01-2012,9443.25,14-Jun-10,No,One year,Bank transfer (automatic)
Cust4236,278.5,05-01-2012,15659,30-Jun-07,No,Month-to-month,Electronic check
Cust2951,540.75,05-01-2012,34128.25,02-Dec-06,No,Two year,Mailed check
Cust5981,474.25,05-01-2012,2314,08-Aug-11,Yes,Month-to-month,Bank transfer (automatic)
Cust6379,99.5,05-01-2012,6986.5,07-Mar-06,No,Two year,Credit card (automatic)
Cust2301,304.25,05-01-2012,10018,21-Mar-09,Yes,Month-to-month,Bank transfer (automatic)
Cust4901,97.75,05-01-2012,7310.25,06-Apr-06,Yes,Two year,Credit card (automatic)
Cust6450,426.5,05-01-2012,3907,10-Apr-11,Yes,Month-to-month,Credit card (automatic)
Cust5182,129.75,05-01-2012,7220.25,31-May-07,Yes,Two year,Bank transfer (automatic)
Cust2075,421.5,05-01-2012,26445.25,03-Oct-06,Yes,One year,Credit card (automatic)
Cust5750,473.25,05-01-2012,30395,05-Jul-06,Yes,Month-to-month,Credit card (automatic)
Cust3567,453.25,05-01-2012,31610.5,06-May-06,No,Two year,Mailed check
Cust2966,384,05-01-2012,27342.25,05-Feb-06,Yes,Two year,Bank transfer (automatic)
Cust5518,479.25,05-01-2012,25081.25,29-Aug-07,Yes,One year,Credit card (automatic)
Cust5935,395.5,05-01-2012,8918.75,14-Feb-10,Yes,Month-to-month,Mailed check
Cust6100,500.75,05-01-2012,4542.75,10-May-11,Yes,Month-to-month,Credit card (automatic)
Cust4436,503.25,05-01-2012,25948.75,27-Nov-07,Yes,One year,Electronic check
Cust1531,529.5,05-01-2012,1673.25,07-Oct-11,Yes,Month-to-month,Electronic check
Cust2587,416,05-01-2012,5650,12-Oct-10,Yes,Month-to-month,Bank transfer (automatic)
Cust2884,419.5,05-01-2012,1337,07-Oct-11,Yes,Month-to-month,Mailed check
Cust1801,430.25,05-01-2012,4170.5,11-Mar-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4576,103.25,05-01-2012,5628,01-May-07,No,Two year,Bank transfer (automatic)
Cust4631,509.5,05-01-2012,26327.5,27-Nov-07,Yes,One year,Bank transfer (automatic)
Cust3573,101.75,05-01-2012,1965.75,15-May-10,No,One year,Mailed check
Cust5258,395.5,05-01-2012,395.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust4864,482.75,05-01-2012,2500.5,08-Aug-11,No,Month-to-month,Electronic check
Cust2878,429,05-01-2012,12201.25,18-Aug-09,Yes,Month-to-month,Electronic check
Cust3253,349.75,05-01-2012,13287.75,21-Nov-08,No,Month-to-month,Electronic check
Cust1270,400.25,05-01-2012,15095.5,21-Dec-08,No,One year,Electronic check
Cust5685,516,05-01-2012,28721.75,31-May-07,No,Two year,Bank transfer (automatic)
Cust3403,297.5,05-01-2012,652.5,06-Nov-11,No,Two year,Mailed check
Cust1243,100,05-01-2012,993.5,11-Mar-11,No,Month-to-month,Credit card (automatic)
Cust5307,377.5,05-01-2012,2190,09-Jul-11,Yes,Month-to-month,Electronic check
Cust2441,103,05-01-2012,4630,25-May-08,No,One year,Bank transfer (automatic)
Cust2982,513,05-01-2012,21066.75,23-Aug-08,Yes,One year,Electronic check
Cust3277,173.25,05-01-2012,1233,09-Jun-11,No,Month-to-month,Mailed check
Cust5038,125.5,05-01-2012,855,09-Jul-11,No,One year,Mailed check
Cust4588,593.25,05-01-2012,42388,07-Mar-06,Yes,Two year,Electronic check
Cust5440,405.75,05-01-2012,26122.5,02-Nov-06,Yes,One year,Credit card (automatic)
Cust4945,559.75,05-01-2012,40165.5,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust3272,397.75,05-01-2012,758.75,06-Nov-11,No,Month-to-month,Electronic check
Cust1685,351.5,05-01-2012,12082.75,19-Feb-09,Yes,Month-to-month,Electronic check
Cust2143,190.5,05-01-2012,4852,16-Dec-09,Yes,One year,Credit card (automatic)
Cust4341,102.5,05-01-2012,1829,13-Aug-10,Yes,One year,Mailed check
Cust4220,533.5,05-01-2012,36911.25,07-Mar-06,No,Two year,Bank transfer (automatic)
Cust4087,527,05-01-2012,34947.25,05-Jul-06,Yes,One year,Electronic check
Cust2581,473.5,05-01-2012,3701.5,10-May-11,Yes,Month-to-month,Electronic check
Cust6433,405,05-01-2012,4090.25,11-Mar-11,Yes,Month-to-month,Credit card (automatic)
Cust3519,120.25,05-01-2012,8823.75,06-Apr-06,No,Two year,Mailed check
Cust2599,96.5,05-01-2012,96.5,06-Dec-11,Yes,Month-to-month,Mailed check
Cust1411,197.25,05-01-2012,10106.75,27-Nov-07,Yes,Month-to-month,Credit card (automatic)
Cust1625,430,05-01-2012,430,06-Dec-11,Yes,Month-to-month,Electronic check
Cust5368,396,05-01-2012,22951.75,02-Mar-07,Yes,Two year,Credit card (automatic)
Cust5394,398.75,05-01-2012,797,06-Nov-11,Yes,Month-to-month,Bank transfer (automatic)
Cust2770,101.25,05-01-2012,5242.25,29-Aug-07,No,Two year,Mailed check
Cust1747,97.75,05-01-2012,5402.75,31-May-07,Yes,Two year,Bank transfer (automatic)
Cust5397,124.75,05-01-2012,4471.5,21-Mar-09,No,Two year,Credit card (automatic)
Cust4823,345.5,05-01-2012,5418.5,12-Sep-10,Yes,Month-to-month,Electronic check
Cust2633,445.25,05-01-2012,7243,12-Sep-10,Yes,Month-to-month,Credit card (automatic)
Cust3064,274.5,05-01-2012,18627.5,05-Jul-06,No,Month-to-month,Electronic check
Cust1269,353.5,05-01-2012,758.25,06-Nov-11,Yes,Month-to-month,Electronic check
Cust5899,273.25,05-01-2012,8326,20-Apr-09,Yes,Month-to-month,Bank transfer (automatic)
Cust3076,103.25,05-01-2012,5114.75,28-Sep-07,No,One year,Mailed check
Cust1915,467.75,05-01-2012,11320.25,15-Jan-10,Yes,Month-to-month,Electronic check
Cust2714,253.75,05-01-2012,253.75,06-Dec-11,Yes,Month-to-month,Mailed check
Cust5058,100.5,05-01-2012,501.75,09-Jul-11,No,Two year,Mailed check
Cust1876,126.75,05-01-2012,8575.75,06-Apr-06,No,Two year,Mailed check
Cust4624,223.25,05-01-2012,2361.25,09-Feb-11,Yes,Month-to-month,Mailed check
Cust1966,325.25,05-01-2012,7137.75,16-Mar-10,No,Month-to-month,Mailed check
Cust5413,99.25,05-01-2012,322.75,07-Oct-11,No,Month-to-month,Mailed check
Cust3692,208,05-01-2012,2353,09-Feb-11,Yes,One year,Electronic check
Cust6022,226,05-01-2012,10325.75,26-Mar-08,Yes,Month-to-month,Credit card (automatic)
Cust3191,427.25,05-01-2012,7258,13-Aug-10,Yes,Month-to-month,Electronic check
Cust6204,245.25,05-01-2012,455.5,06-Nov-11,Yes,Month-to-month,Credit card (automatic)
Cust3061,96.25,05-01-2012,4275.5,26-Jan-08,No,Two year,Mailed check
Cust1386,371.5,05-01-2012,20831.75,01-May-07,Yes,Two year,Credit card (automatic)
Cust1778,96.75,05-01-2012,5498,02-Mar-07,No,Two year,Mailed check
Cust6285,376.75,05-01-2012,27188.75,06-Apr-06,No,Two year,Credit card (automatic)
Cust5000,98,05-01-2012,7082.5,07-Mar-06,No,Two year,Mailed check
Cust4989,251.25,05-01-2012,10117.75,22-Sep-08,Yes,One year,Mailed check
Cust1382,547,05-01-2012,31263.5,01-May-07,Yes,One year,Bank transfer (automatic)
Cust4964,373.5,05-01-2012,6473,14-Jul-10,Yes,Month-to-month,Electronic check
Cust1391,268,05-01-2012,16185.25,31-Jan-07,No,Two year,Electronic check
Cust3820,498.25,05-01-2012,23151,26-Mar-08,No,Two year,Mailed check
Cust1523,98,05-01-2012,1502,11-Nov-10,No,Month-to-month,Credit card (automatic)
Cust2193,424.5,05-01-2012,15336,20-Jan-09,Yes,Month-to-month,Electronic check
Cust2818,346.25,05-01-2012,2092,09-Jul-11,Yes,Month-to-month,Mailed check
Cust2789,123.75,05-01-2012,334.75,07-Oct-11,No,Month-to-month,Electronic check
Cust1635,102.25,05-01-2012,737.75,10-Apr-11,Yes,Month-to-month,Credit card (automatic)
Cust5548,381.25,05-01-2012,20772.75,30-Jun-07,No,One year,Electronic check
Cust3955,524.25,05-01-2012,31564.5,02-Dec-06,Yes,One year,Electronic check
Cust3993,423.5,05-01-2012,30925.75,05-Feb-06,Yes,Two year,Bank transfer (automatic)
Cust3800,428.5,05-01-2012,428.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust5367,125.25,05-01-2012,9368.5,07-Mar-06,No,Two year,Credit card (automatic)
Cust1933,416.25,05-01-2012,8055.75,14-Jul-10,No,Month-to-month,Electronic check
Cust3575,238,05-01-2012,16889,07-Mar-06,Yes,Two year,Bank transfer (automatic)
Cust4532,376,05-01-2012,9646.75,17-Oct-09,Yes,Month-to-month,Bank transfer (automatic)
Cust5056,409.5,05-01-2012,16098.75,22-Oct-08,No,One year,Electronic check
Cust1885,99,05-01-2012,1750.5,15-Apr-10,No,One year,Mailed check
Cust6358,102.25,05-01-2012,1654,12-Oct-10,No,Month-to-month,Credit card (automatic)
Cust3771,522.5,05-01-2012,18890,21-Dec-08,Yes,One year,Credit card (automatic)
Cust4742,97.25,05-01-2012,6043,03-Oct-06,No,Two year,Credit card (automatic)
Cust5995,438.25,05-01-2012,13832,20-May-09,No,Month-to-month,Bank transfer (automatic)
Cust1668,441.75,05-01-2012,441.75,06-Dec-11,Yes,Month-to-month,Electronic check
Cust1402,495,05-01-2012,1437,07-Oct-11,Yes,Month-to-month,Credit card (automatic)
Cust5565,429.75,05-01-2012,2573,09-Jul-11,Yes,Month-to-month,Mailed check
Cust5129,546,05-01-2012,35248.75,02-Nov-06,No,Two year,Credit card (automatic)
Cust3001,527.25,05-01-2012,13576.5,16-Nov-09,Yes,Two year,Electronic check
Cust3128,402.25,05-01-2012,28311.25,07-Mar-06,Yes,Two year,Bank transfer (automatic)
Cust3258,218.75,05-01-2012,4518,16-Mar-10,Yes,One year,Bank transfer (automatic)
Cust2084,231,05-01-2012,231,06-Dec-11,No,Month-to-month,Credit card (automatic)
Cust2281,220,05-01-2012,220,06-Dec-11,No,Month-to-month,Electronic check
Cust3267,473.75,05-01-2012,26380.5,30-Jun-07,Yes,One year,Electronic check
Cust4790,436.25,05-01-2012,6293,11-Nov-10,Yes,Month-to-month,Electronic check
Cust3060,106.25,05-01-2012,1022.75,10-Apr-11,Yes,Month-to-month,Mailed check
Cust6094,336,05-01-2012,23358.5,05-Feb-06,No,Two year,Credit card (automatic)
Cust4011,345,05-01-2012,12208.5,19-Feb-09,Yes,One year,Electronic check
Cust5253,537.75,05-01-2012,18227.5,20-Apr-09,No,Month-to-month,Electronic check
Cust2769,351.5,05-01-2012,662,06-Nov-11,No,Month-to-month,Electronic check
Cust4406,275,05-01-2012,3859.75,11-Nov-10,Yes,Month-to-month,Electronic check
Cust3767,520.5,05-01-2012,37238.5,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust5005,411.5,05-01-2012,1072,07-Oct-11,Yes,Month-to-month,Mailed check
Cust2002,280.75,05-01-2012,14494.75,28-Oct-07,Yes,One year,Electronic check
Cust2479,421.25,05-01-2012,19238,26-Mar-08,No,Month-to-month,Mailed check
Cust2360,268.75,05-01-2012,3243.25,10-Jan-11,Yes,Month-to-month,Mailed check
Cust2211,352.25,05-01-2012,12988,21-Nov-08,Yes,One year,Bank transfer (automatic)
Cust5235,421.5,05-01-2012,11788.75,18-Aug-09,Yes,Month-to-month,Electronic check
Cust2437,526.75,05-01-2012,17325.25,20-Apr-09,Yes,Month-to-month,Bank transfer (automatic)
Cust1765,514.25,05-01-2012,34883.75,04-Aug-06,Yes,One year,Credit card (automatic)
Cust5165,378.75,05-01-2012,3279.5,10-Apr-11,Yes,Month-to-month,Bank transfer (automatic)
Cust2690,103,05-01-2012,1651.25,12-Sep-10,Yes,Month-to-month,Credit card (automatic)
Cust3913,152,05-01-2012,393.25,06-Nov-11,Yes,Month-to-month,Electronic check
Cust4835,226.25,05-01-2012,776.75,07-Sep-11,No,Month-to-month,Mailed check
Cust3568,247,05-01-2012,532.75,06-Nov-11,Yes,Month-to-month,Electronic check
Cust1451,121.25,05-01-2012,8209,06-May-06,No,Two year,Bank transfer (automatic)
Cust6160,499,05-01-2012,27577.25,31-May-07,Yes,One year,Credit card (automatic)
Cust6365,505.75,05-01-2012,30337,31-Jan-07,No,Two year,Credit card (automatic)
Cust3832,336.25,05-01-2012,4161.5,10-Jan-11,Yes,NA,Electronic check
Cust1935,453.5,05-01-2012,27932.25,02-Dec-06,No,Month-to-month,Bank transfer (automatic)
Cust2140,444.75,05-01-2012,10363.75,15-Jan-10,Yes,Month-to-month,Credit card (automatic)
Cust6475,123.25,05-01-2012,5856.5,25-Apr-08,Yes,Two year,Credit card (automatic)
Cust6327,95.25,05-01-2012,4952.25,29-Aug-07,No,One year,Credit card (automatic)
Cust4524,401.25,05-01-2012,9307.5,15-Jan-10,Yes,Month-to-month,Electronic check
Cust2989,126.75,05-01-2012,126.75,06-Dec-11,No,Month-to-month,Mailed check
Cust4579,99,05-01-2012,991.25,11-Mar-11,Yes,One year,Mailed check
Cust4049,99,05-01-2012,5066,27-Nov-07,No,Two year,Electronic check
Cust1281,327.5,05-01-2012,2821.75,10-May-11,No,Two year,Mailed check
Cust3244,392.75,05-01-2012,9215.25,14-Feb-10,Yes,One year,Electronic check
Cust1882,380.5,05-01-2012,1288,07-Oct-11,No,Month-to-month,Electronic check
Cust2670,498.25,05-01-2012,34755.75,07-Mar-06,Yes,Month-to-month,Credit card (automatic)
Cust2025,503,05-01-2012,28058.5,01-May-07,Yes,Month-to-month,Electronic check
Cust3656,101,05-01-2012,101,06-Dec-11,No,Month-to-month,Mailed check
Cust3927,488.25,05-01-2012,33439.25,07-Mar-06,No,One year,Credit card (automatic)
Cust6320,450.25,05-01-2012,31667,06-Apr-06,No,Two year,Credit card (automatic)
Cust4233,105.5,05-01-2012,105.5,06-Dec-11,No,Month-to-month,Mailed check
Cust4565,100.25,05-01-2012,2030.25,15-May-10,No,Month-to-month,Mailed check
Cust2287,106.5,05-01-2012,5209,25-Feb-08,Yes,Two year,Bank transfer (automatic)
Cust1838,377.75,05-01-2012,377.75,06-Dec-11,No,Month-to-month,Electronic check
Cust2521,374,05-01-2012,9106,15-Jan-10,No,One year,Mailed check
Cust3732,516,05-01-2012,36814.5,05-Feb-06,Yes,One year,Credit card (automatic)
Cust3266,376.75,05-01-2012,1367,07-Sep-11,No,Month-to-month,Electronic check
Cust2046,98.75,05-01-2012,4497.25,23-Aug-08,Yes,Two year,Electronic check
Cust3862,358.5,05-01-2012,7485.25,15-Apr-10,No,One year,Bank transfer (automatic)
Cust2857,252.25,05-01-2012,252.25,06-Dec-11,Yes,Month-to-month,Mailed check
Cust2683,266.75,05-01-2012,15450.25,01-May-07,No,Two year,Credit card (automatic)
Cust3574,351.5,05-01-2012,351.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust2111,242.75,05-01-2012,2505,09-Feb-11,No,Month-to-month,Credit card (automatic)
Cust5246,396,05-01-2012,12486,19-Jun-09,No,Two year,Mailed check
Cust3672,420,05-01-2012,3067,10-May-11,Yes,Month-to-month,Electronic check
Cust1684,353.5,05-01-2012,2767,10-May-11,No,Month-to-month,Bank transfer (automatic)
Cust1814,124.75,05-01-2012,6440,28-Oct-07,No,Two year,Bank transfer (automatic)
Cust2678,425.5,05-01-2012,23289.75,30-Jun-07,Yes,Two year,Bank transfer (automatic)
Cust4478,128.75,05-01-2012,9321,05-Feb-06,No,Two year,Credit card (automatic)
