"CustomerID","TypeOfService","SeviceDetails"
"Cust1212","OnlineBackup","No internet service"
"Cust3525","OnlineSecurity","No"
"Cust3970","StreamingMovies","No"
"Cust2363","StreamingMovies","No internet service"
"Cust6430","InternetServiceCategory","Fiber optic"
"Cust4606","StreamingTelevision","Yes"
"Cust1777","DeviceProtection","Yes"
"Cust2765","OnlineBackup","No"
"Cust5479","DeviceProtection","No internet service"
"Cust1397","OnlineSecurity","No"
"Cust3275","HasPhoneService","1"
"Cust1950","TechnicalSupport","No internet service"
"Cust2636","StreamingTelevision","Yes"
"Cust2104","TechnicalSupport","No internet service"
"Cust5810","OnlineBackup","No"
"Cust3252","TechnicalSupport","No"
"Cust2415","DeviceProtection","No internet service"
"Cust5943","InternetServiceCategory","DSL"
"Cust2394","MultipleLines","Yes"
"Cust3396","DeviceProtection","No internet service"
"Cust6471","InternetServiceCategory","DSL"
"Cust5968","TechnicalSupport","Yes"
"Cust2077","InternetServiceCategory","DSL"
"Cust5080","OnlineBackup","Yes"
"Cust3399","StreamingTelevision","No"
"Cust5034","InternetServiceCategory","DSL"
"Cust3073","StreamingMovies","No"
"Cust2390","MultipleLines","Yes"
"Cust5725","StreamingMovies","No"
"Cust4797","StreamingTelevision","Yes"
"Cust4196","MultipleLines","Yes"
"Cust1383","HasPhoneService","1"
"Cust3470","OnlineBackup","Yes"
"Cust6268","OnlineBackup","No"
"Cust6240","HasPhoneService","1"
"Cust5222","StreamingTelevision","No"
"Cust3842","OnlineSecurity","No"
"Cust4823","OnlineBackup","Yes"
"Cust5242","OnlineSecurity","No internet service"
"Cust5572","InternetServiceCategory","DSL"
"Cust6444","StreamingMovies","No"
"Cust1769","TechnicalSupport","No"
"Cust2450","InternetServiceCategory","DSL"
"Cust4442","StreamingTelevision","No"
"Cust2735","OnlineSecurity","No"
"Cust3468","InternetServiceCategory","Fiber optic"
"Cust2055","TechnicalSupport","Yes"
"Cust5499","HasPhoneService","1"
"Cust3459","OnlineSecurity","Yes"
"Cust6074","TechnicalSupport","No internet service"
"Cust1523","StreamingMovies","No internet service"
"Cust6019","TechnicalSupport","Yes"
"Cust2538","StreamingMovies","No internet service"
"Cust6310","DeviceProtection","Yes"
"Cust2690","OnlineSecurity","No internet service"
"Cust3352","StreamingTelevision","No"
"Cust5185","StreamingTelevision","Yes"
"Cust1252","DeviceProtection","No"
"Cust4560","TechnicalSupport","No internet service"
"Cust4458","StreamingMovies","Yes"
"Cust4342","StreamingTelevision","Yes"
"Cust1510","HasPhoneService","0"
"Cust2227","OnlineBackup","No internet service"
"Cust5515","MultipleLines","No phone service"
"Cust5724","OnlineSecurity","No"
"Cust5527","StreamingTelevision","Yes"
"Cust4756","StreamingMovies","Yes"
"Cust4543","StreamingTelevision","No"
"Cust1672","HasPhoneService","1"
"Cust3636","OnlineBackup","No"
"Cust4009","TechnicalSupport","No"
"Cust4494","StreamingTelevision","Yes"
"Cust2486","StreamingMovies","No internet service"
"Cust6314","MultipleLines","No"
"Cust1623","OnlineSecurity","No"
"Cust1261","TechnicalSupport","No"
"Cust5536","OnlineBackup","No"
"Cust6016","OnlineBackup","Yes"
"Cust2113","HasPhoneService","1"
"Cust1865","StreamingMovies","Yes"
"Cust5021","MultipleLines","No"
"Cust5842","InternetServiceCategory","DSL"
"Cust5122","OnlineSecurity","No internet service"
"Cust2862","StreamingTelevision","Yes"
"Cust6238","StreamingMovies","No internet service"
"Cust2340","MultipleLines","Yes"
"Cust5065","StreamingMovies","Yes"
"Cust4204","StreamingTelevision","No"
"Cust3639","OnlineBackup","Yes"
"Cust1448","StreamingTelevision","Yes"
"Cust4373","StreamingMovies","No"
"Cust2222","DeviceProtection","No"
"Cust6482","HasPhoneService","1"
"Cust2156","OnlineSecurity","Yes"
"Cust5898","StreamingTelevision","Yes"
"Cust1639","OnlineBackup","No"
"Cust4699","OnlineBackup","No"
"Cust3608","TechnicalSupport","Yes"
"Cust4923","MultipleLines","Yes"
"Cust2861","OnlineBackup","Yes"
"Cust6267","StreamingTelevision","Yes"
"Cust3923","OnlineBackup","No"
"Cust1450","StreamingMovies","No"
"Cust2474","StreamingTelevision","No"
"Cust1915","DeviceProtection","No"
"Cust5544","StreamingTelevision","Yes"
"Cust5296","StreamingTelevision","No"
"Cust3004","HasPhoneService","1"
"Cust6162","DeviceProtection","No"
"Cust5487","HasPhoneService","1"
"Cust4656","HasPhoneService","1"
"Cust3050","OnlineBackup","Yes"
"Cust4974","DeviceProtection","Yes"
"Cust3495","StreamingTelevision","No"
"Cust4883","DeviceProtection","No"
"Cust6101","StreamingTelevision","No internet service"
"Cust6403","OnlineBackup","Yes"
"Cust4094","DeviceProtection","No internet service"
"Cust5463","DeviceProtection","Yes"
"Cust4695","OnlineSecurity","No"
"Cust4450","MultipleLines","No"
"Cust1679","TechnicalSupport","No"
"Cust4901","OnlineSecurity","No internet service"
"Cust4585","OnlineSecurity","Yes"
"Cust1997","OnlineBackup","No internet service"
"Cust5291","InternetServiceCategory","DSL"
"Cust5000","OnlineSecurity","No internet service"
"Cust6084","StreamingMovies","No"
"Cust6375","MultipleLines","No"
"Cust3194","OnlineBackup","No"
"Cust3815","MultipleLines","No phone service"
"Cust2299","HasPhoneService","1"
"Cust2139","StreamingTelevision","Yes"
"Cust5404","StreamingTelevision","No internet service"
"Cust6432","DeviceProtection","No internet service"
"Cust2277","DeviceProtection","No"
"Cust5342","MultipleLines","No"
"Cust3821","DeviceProtection","No internet service"
"Cust5446","InternetServiceCategory","DSL"
"Cust3279","OnlineSecurity","No internet service"
"Cust5114","OnlineSecurity","No"
"Cust3793","HasPhoneService","1"
"Cust2953","TechnicalSupport","Yes"
"Cust4014","DeviceProtection","No internet service"
"Cust1759","InternetServiceCategory","Fiber optic"
"Cust1301","DeviceProtection","Yes"
"Cust4758","OnlineBackup","No"
"Cust2943","HasPhoneService","1"
"Cust1954","InternetServiceCategory","DSL"
"Cust4711","OnlineSecurity","No"
"Cust1841","OnlineBackup","Yes"
"Cust6346","StreamingMovies","Yes"
"Cust2681","StreamingMovies","No internet service"
"Cust5358","InternetServiceCategory","DSL"
"Cust4863","OnlineSecurity","Yes"
"Cust3521","StreamingTelevision","No"
"Cust3987","MultipleLines","No"
"Cust4750","MultipleLines","No phone service"
"Cust5974","InternetServiceCategory","Fiber optic"
"Cust6131","TechnicalSupport","Yes"
"Cust4885","DeviceProtection","No"
"Cust2188","OnlineBackup","No"
"Cust1358","OnlineSecurity","No internet service"
"Cust2007","OnlineBackup","No"
"Cust5956","OnlineSecurity","No"
"Cust6203","InternetServiceCategory","Fiber optic"
"Cust4772","HasPhoneService","1"
"Cust5927","StreamingMovies","No internet service"
"Cust3647","StreamingMovies","No"
"Cust5745","MultipleLines","Yes"
"Cust2494","InternetServiceCategory","Fiber optic"
"Cust4257","HasPhoneService","1"
"Cust2830","HasPhoneService","1"
"Cust5224","StreamingMovies","Yes"
"Cust4850","HasPhoneService","1"
"Cust3608","OnlineSecurity","Yes"
"Cust1926","DeviceProtection","No"
"Cust2513","OnlineSecurity","Yes"
"Cust4844","StreamingTelevision","No"
"Cust1880","MultipleLines","Yes"
"Cust5056","OnlineBackup","No"
"Cust4656","InternetServiceCategory","No"
"Cust5513","OnlineSecurity","No internet service"
"Cust6283","DeviceProtection","No"
"Cust1930","OnlineBackup","Yes"
"Cust6356","OnlineBackup","No"
"Cust3544","DeviceProtection","Yes"
"Cust6470","MultipleLines","No"
"Cust6479","StreamingTelevision","Yes"
"Cust3777","StreamingMovies","Yes"
"Cust4117","OnlineSecurity","Yes"
"Cust5802","HasPhoneService","1"
"Cust5552","DeviceProtection","Yes"
"Cust4045","TechnicalSupport","No"
"Cust1738","StreamingTelevision","Yes"
"Cust1391","OnlineSecurity","Yes"
"Cust2813","StreamingTelevision","Yes"
"Cust2091","OnlineBackup","No"
"Cust2043","StreamingTelevision","No"
"Cust2194","InternetServiceCategory","DSL"
"Cust2232","StreamingTelevision","No"
"Cust6194","StreamingMovies","No internet service"
"Cust4604","StreamingTelevision","No"
"Cust6341","OnlineBackup","Yes"
"Cust6394","MultipleLines","Yes"
"Cust6000","TechnicalSupport","Yes"
"Cust5993","InternetServiceCategory","Fiber optic"
"Cust3608","StreamingMovies","No"
"Cust1919","MultipleLines","No"
"Cust3297","StreamingMovies","Yes"
"Cust3875","InternetServiceCategory","DSL"
"Cust2993","MultipleLines","No"
"Cust5777","DeviceProtection","Yes"
"Cust2142","DeviceProtection","Yes"
"Cust2882","OnlineBackup","Yes"
"Cust4342","OnlineSecurity","Yes"
"Cust5537","HasPhoneService","1"
"Cust1460","DeviceProtection","Yes"
"Cust4674","OnlineBackup","Yes"
"Cust3651","OnlineSecurity","Yes"
"Cust5294","DeviceProtection","Yes"
"Cust2931","InternetServiceCategory","No"
"Cust5346","HasPhoneService","1"
"Cust3777","InternetServiceCategory","Fiber optic"
"Cust1480","TechnicalSupport","Yes"
"Cust4039","HasPhoneService","0"
"Cust5332","OnlineSecurity","No internet service"
"Cust4898","MultipleLines","No"
"Cust1559","TechnicalSupport","Yes"
"Cust2007","OnlineSecurity","No"
"Cust4278","OnlineBackup","No"
"Cust5262","MultipleLines","No"
"Cust1237","OnlineSecurity","No"
"Cust3802","OnlineSecurity","No internet service"
"Cust1344","InternetServiceCategory","Fiber optic"
"Cust5026","MultipleLines","No"
"Cust3951","MultipleLines","No"
"Cust2004","OnlineBackup","Yes"
"Cust3697","OnlineSecurity","Yes"
"Cust5071","OnlineSecurity","Yes"
"Cust1417","HasPhoneService","1"
"Cust3559","StreamingTelevision","Yes"
"Cust5145","InternetServiceCategory","No"
"Cust5656","MultipleLines","No"
"Cust6035","OnlineBackup","No"
"Cust2937","StreamingMovies","No internet service"
"Cust3636","InternetServiceCategory","Fiber optic"
"Cust5008","InternetServiceCategory","Fiber optic"
"Cust3538","StreamingTelevision","No"
"Cust5098","HasPhoneService","1"
"Cust5778","StreamingTelevision","No"
"Cust4285","TechnicalSupport","No internet service"
"Cust3724","MultipleLines","No"
"Cust4155","HasPhoneService","0"
"Cust5060","DeviceProtection","No"
"Cust4941","OnlineSecurity","No"
"Cust1770","OnlineSecurity","No"
"Cust1467","InternetServiceCategory","DSL"
"Cust2711","InternetServiceCategory","DSL"
"Cust3923","TechnicalSupport","No"
"Cust4602","HasPhoneService","1"
"Cust3634","InternetServiceCategory","Fiber optic"
"Cust1251","TechnicalSupport","Yes"
"Cust5875","TechnicalSupport","Yes"
"Cust2350","HasPhoneService","1"
"Cust5770","OnlineBackup","No"
"Cust4156","StreamingTelevision","No"
"Cust6221","StreamingTelevision","No"
"Cust4500","HasPhoneService","1"
"Cust1607","StreamingMovies","Yes"
"Cust2934","DeviceProtection","No"
"Cust2948","TechnicalSupport","No internet service"
"Cust5499","TechnicalSupport","Yes"
"Cust6191","StreamingTelevision","Yes"
"Cust4965","DeviceProtection","No"
"Cust2396","MultipleLines","No"
"Cust4149","StreamingTelevision","No"
"Cust5940","TechnicalSupport","No"
"Cust1923","OnlineSecurity","No"
"Cust2590","StreamingTelevision","Yes"
"Cust1768","InternetServiceCategory","Fiber optic"
"Cust1654","MultipleLines","No"
"Cust3526","InternetServiceCategory","DSL"
"Cust1987","InternetServiceCategory","Fiber optic"
"Cust3958","OnlineBackup","No"
"Cust1704","StreamingMovies","No internet service"
"Cust3773","StreamingMovies","No"
"Cust1497","OnlineSecurity","Yes"
"Cust3635","InternetServiceCategory","Fiber optic"
"Cust4639","OnlineBackup","No"
"Cust5030","StreamingMovies","Yes"
"Cust5421","DeviceProtection","Yes"
"Cust4453","TechnicalSupport","No"
"Cust6440","HasPhoneService","1"
"Cust1304","HasPhoneService","1"
"Cust6211","InternetServiceCategory","Fiber optic"
"Cust1641","TechnicalSupport","No"
"Cust5382","OnlineSecurity","No internet service"
"Cust2662","OnlineBackup","No internet service"
"Cust5451","DeviceProtection","No"
"Cust5343","InternetServiceCategory","No"
"Cust4664","OnlineSecurity","No"
"Cust4261","TechnicalSupport","Yes"
"Cust4938","OnlineSecurity","Yes"
"Cust4572","DeviceProtection","No internet service"
"Cust2702","OnlineSecurity","Yes"
"Cust3012","StreamingTelevision","Yes"
"Cust2923","DeviceProtection","No"
"Cust3868","InternetServiceCategory","Fiber optic"
"Cust1542","OnlineSecurity","No"
"Cust2848","HasPhoneService","0"
"Cust1838","OnlineBackup","No"
"Cust2970","DeviceProtection","No"
"Cust5243","InternetServiceCategory","No"
"Cust2182","InternetServiceCategory","Fiber optic"
"Cust3930","OnlineSecurity","No"
"Cust3635","StreamingTelevision","Yes"
"Cust4450","InternetServiceCategory","Fiber optic"
"Cust4011","OnlineBackup","Yes"
"Cust4551","OnlineBackup","Yes"
"Cust4760","OnlineBackup","No internet service"
"Cust5019","TechnicalSupport","Yes"
"Cust2609","InternetServiceCategory","Fiber optic"
"Cust1932","HasPhoneService","1"
"Cust4993","MultipleLines","Yes"
"Cust3239","StreamingTelevision","No internet service"
"Cust3936","StreamingTelevision","No"
"Cust3201","DeviceProtection","No internet service"
"Cust4740","TechnicalSupport","No"
"Cust4210","MultipleLines","No"
"Cust1489","MultipleLines","No"
"Cust1622","MultipleLines","Yes"
"Cust1371","HasPhoneService","1"
"Cust2550","DeviceProtection","Yes"
"Cust2171","DeviceProtection","No"
"Cust5068","DeviceProtection","Yes"
"Cust4974","StreamingTelevision","Yes"
"Cust4196","StreamingMovies","Yes"
"Cust3899","OnlineBackup","No"
"Cust5426","InternetServiceCategory","Fiber optic"
"Cust4521","InternetServiceCategory","DSL"
"Cust4890","InternetServiceCategory","DSL"
"Cust3640","StreamingMovies","Yes"
"Cust3912","TechnicalSupport","Yes"
"Cust5184","OnlineBackup","No internet service"
"Cust4290","HasPhoneService","1"
"Cust1339","OnlineBackup","No internet service"
"Cust1927","StreamingTelevision","No"
"Cust1399","StreamingMovies","Yes"
"Cust5954","OnlineSecurity","Yes"
"Cust4788","StreamingTelevision","No internet service"
"Cust3290","StreamingMovies","No"
"Cust4506","DeviceProtection","Yes"
"Cust2677","InternetServiceCategory","DSL"
"Cust5676","DeviceProtection","No internet service"
"Cust2388","StreamingMovies","No"
"Cust2921","InternetServiceCategory","Fiber optic"
"Cust1565","InternetServiceCategory","Fiber optic"
"Cust6161","StreamingMovies","No internet service"
"Cust4759","OnlineBackup","No"
"Cust3636","StreamingTelevision","Yes"
"Cust1282","StreamingMovies","No"
"Cust3374","OnlineBackup","Yes"
"Cust4033","OnlineSecurity","No"
"Cust4590","MultipleLines","No phone service"
"Cust1285","InternetServiceCategory","Fiber optic"
"Cust1293","TechnicalSupport","No"
"Cust3211","InternetServiceCategory","Fiber optic"
"Cust1473","OnlineSecurity","No"
"Cust6056","MultipleLines","No"
"Cust5789","StreamingMovies","Yes"
"Cust4834","InternetServiceCategory","DSL"
"Cust6037","TechnicalSupport","No internet service"
"Cust6328","OnlineSecurity","Yes"
"Cust3895","StreamingMovies","No"
"Cust4384","TechnicalSupport","Yes"
"Cust1854","StreamingMovies","No internet service"
"Cust5567","MultipleLines","No phone service"
"Cust1997","InternetServiceCategory","No"
"Cust4309","OnlineBackup","No"
"Cust5870","DeviceProtection","No internet service"
"Cust1459","TechnicalSupport","No"
"Cust2350","OnlineSecurity","Yes"
"Cust5619","InternetServiceCategory","DSL"
"Cust4117","OnlineBackup","Yes"
"Cust6038","InternetServiceCategory","Fiber optic"
"Cust5021","InternetServiceCategory","Fiber optic"
"Cust2391","StreamingMovies","No"
"Cust5636","HasPhoneService","1"
"Cust1907","OnlineSecurity","Yes"
"Cust1266","StreamingMovies","Yes"
"Cust2817","MultipleLines","No"
"Cust2639","DeviceProtection","Yes"
"Cust3004","InternetServiceCategory","No"
"Cust3185","StreamingMovies","Yes"
"Cust5768","OnlineSecurity","No internet service"
"Cust2450","StreamingTelevision","No"
"Cust3946","OnlineSecurity","No"
"Cust4686","MultipleLines","No"
"Cust2857","StreamingTelevision","No"
"Cust4046","DeviceProtection","No"
"Cust3225","TechnicalSupport","No"
"Cust2650","DeviceProtection","No internet service"
"Cust6246","InternetServiceCategory","DSL"
"Cust1584","InternetServiceCategory","Fiber optic"
"Cust5007","StreamingTelevision","No internet service"
"Cust1789","InternetServiceCategory","No"
"Cust1290","StreamingMovies","Yes"
"Cust5519","StreamingTelevision","Yes"
"Cust3790","OnlineBackup","No"
"Cust5771","DeviceProtection","Yes"
"Cust5117","OnlineSecurity","No internet service"
"Cust6398","TechnicalSupport","Yes"
"Cust3959","MultipleLines","Yes"
"Cust5040","MultipleLines","Yes"
"Cust3961","OnlineSecurity","No internet service"
"Cust4919","DeviceProtection","Yes"
"Cust1531","StreamingTelevision","Yes"
"Cust1818","StreamingMovies","Yes"
"Cust1994","InternetServiceCategory","No"
"Cust3356","StreamingMovies","Yes"
"Cust1716","HasPhoneService","1"
"Cust4569","OnlineBackup","Yes"
"Cust5252","StreamingTelevision","No internet service"
"Cust6313","MultipleLines","No"
"Cust5296","HasPhoneService","0"
"Cust3524","OnlineSecurity","No internet service"
"Cust4923","OnlineBackup","No"
"Cust5296","MultipleLines","No phone service"
"Cust4881","StreamingTelevision","Yes"
"Cust4472","MultipleLines","Yes"
"Cust6348","HasPhoneService","1"
"Cust3337","TechnicalSupport","Yes"
"Cust3691","OnlineSecurity","No"
"Cust2704","DeviceProtection","No"
"Cust6365","TechnicalSupport","No"
"Cust6436","StreamingTelevision","No internet service"
"Cust4250","DeviceProtection","No"
"Cust4968","OnlineBackup","No"
"Cust3284","OnlineSecurity","No internet service"
"Cust3395","InternetServiceCategory","DSL"
"Cust2025","DeviceProtection","No"
"Cust3553","HasPhoneService","1"
"Cust1510","OnlineSecurity","Yes"
"Cust5689","HasPhoneService","1"
"Cust2339","OnlineSecurity","Yes"
"Cust1524","HasPhoneService","0"
"Cust1866","OnlineBackup","Yes"
"Cust4479","InternetServiceCategory","Fiber optic"
"Cust3954","MultipleLines","Yes"
"Cust1301","StreamingMovies","No"
"Cust3290","InternetServiceCategory","Fiber optic"
"Cust4757","DeviceProtection","No"
"Cust6092","StreamingMovies","Yes"
"Cust2334","DeviceProtection","No internet service"
"Cust4783","OnlineSecurity","Yes"
"Cust5619","StreamingTelevision","No"
"Cust6225","TechnicalSupport","Yes"
"Cust1242","StreamingTelevision","No internet service"
"Cust6391","OnlineSecurity","No"
"Cust1652","StreamingTelevision","No"
"Cust1801","HasPhoneService","1"
"Cust5308","DeviceProtection","No"
"Cust6219","StreamingTelevision","Yes"
"Cust3023","DeviceProtection","Yes"
"Cust6011","StreamingTelevision","No internet service"
"Cust5320","StreamingTelevision","No internet service"
"Cust1556","DeviceProtection","No"
"Cust3959","OnlineBackup","Yes"
"Cust2256","TechnicalSupport","Yes"
"Cust2082","StreamingTelevision","No internet service"
"Cust5951","MultipleLines","Yes"
"Cust6012","MultipleLines","Yes"
"Cust4401","TechnicalSupport","No internet service"
"Cust3999","OnlineBackup","No internet service"
"Cust3876","HasPhoneService","1"
"Cust1990","StreamingTelevision","Yes"
"Cust6245","TechnicalSupport","No internet service"
"Cust4634","HasPhoneService","1"
"Cust4415","InternetServiceCategory","DSL"
"Cust2298","StreamingTelevision","No"
"Cust3282","StreamingTelevision","No internet service"
"Cust2701","StreamingTelevision","No"
"Cust2311","HasPhoneService","1"
"Cust6463","OnlineSecurity","No internet service"
"Cust4917","OnlineSecurity","Yes"
"Cust2259","TechnicalSupport","Yes"
"Cust3722","DeviceProtection","No"
"Cust1825","MultipleLines","No"
"Cust2511","StreamingMovies","No"
"Cust6176","HasPhoneService","1"
"Cust4777","HasPhoneService","1"
"Cust2784","OnlineSecurity","No"
"Cust5377","DeviceProtection","No"
"Cust2898","InternetServiceCategory","Fiber optic"
"Cust2898","StreamingMovies","No"
"Cust5713","HasPhoneService","1"
"Cust2705","StreamingMovies","Yes"
"Cust5291","HasPhoneService","1"
"Cust4710","OnlineBackup","Yes"
"Cust3205","MultipleLines","Yes"
"Cust6364","DeviceProtection","No"
"Cust1482","StreamingTelevision","No"
"Cust5727","OnlineSecurity","No"
"Cust3648","OnlineSecurity","No"
"Cust1926","MultipleLines","Yes"
"Cust2358","InternetServiceCategory","No"
"Cust2986","StreamingTelevision","Yes"
"Cust1487","StreamingMovies","No"
"Cust2292","InternetServiceCategory","No"
"Cust6017","HasPhoneService","1"
"Cust4514","StreamingMovies","No"
"Cust3377","InternetServiceCategory","DSL"
"Cust3241","OnlineBackup","No"
"Cust4047","MultipleLines","No phone service"
"Cust6087","TechnicalSupport","No"
"Cust5533","OnlineBackup","No internet service"
"Cust6117","OnlineSecurity","Yes"
"Cust3750","TechnicalSupport","No"
"Cust3541","StreamingTelevision","No"
"Cust1465","StreamingMovies","No"
"Cust1335","HasPhoneService","1"
"Cust5843","MultipleLines","No"
"Cust4315","HasPhoneService","1"
"Cust3122","StreamingTelevision","Yes"
"Cust6340","HasPhoneService","1"
"Cust5551","TechnicalSupport","Yes"
"Cust6232","OnlineSecurity","Yes"
"Cust1875","TechnicalSupport","No"
"Cust1406","StreamingTelevision","No"
"Cust4541","HasPhoneService","1"
"Cust1806","StreamingTelevision","No"
"Cust4692","OnlineBackup","Yes"
"Cust5691","OnlineBackup","No"
"Cust3977","HasPhoneService","1"
"Cust3948","HasPhoneService","1"
"Cust6126","TechnicalSupport","No"
"Cust3635","StreamingMovies","Yes"
"Cust5551","HasPhoneService","0"
"Cust1888","DeviceProtection","No"
"Cust1794","HasPhoneService","1"
"Cust1861","HasPhoneService","1"
"Cust5578","TechnicalSupport","No"
"Cust3227","TechnicalSupport","No"
"Cust6310","InternetServiceCategory","Fiber optic"
"Cust6364","StreamingMovies","No"
"Cust3680","TechnicalSupport","No"
"Cust4243","MultipleLines","Yes"
"Cust3044","StreamingMovies","No"
"Cust5345","DeviceProtection","No"
"Cust3505","MultipleLines","No"
"Cust4519","InternetServiceCategory","No"
"Cust2289","InternetServiceCategory","DSL"
"Cust3360","StreamingMovies","No"
"Cust1326","HasPhoneService","1"
"Cust4243","HasPhoneService","1"
"Cust4181","OnlineBackup","No internet service"
"Cust3469","TechnicalSupport","No"
"Cust2014","MultipleLines","No"
"Cust4809","MultipleLines","Yes"
"Cust5192","OnlineSecurity","Yes"
"Cust5556","DeviceProtection","No"
"Cust6380","OnlineBackup","Yes"
"Cust1329","InternetServiceCategory","Fiber optic"
"Cust2543","TechnicalSupport","No internet service"
"Cust6205","OnlineSecurity","No"
"Cust1437","HasPhoneService","1"
"Cust2132","StreamingMovies","No"
"Cust2809","StreamingMovies","No internet service"
"Cust3663","OnlineSecurity","No internet service"
"Cust2861","InternetServiceCategory","Fiber optic"
"Cust5825","OnlineBackup","No"
"Cust5367","InternetServiceCategory","No"
"Cust4835","OnlineSecurity","No"
"Cust3825","InternetServiceCategory","Fiber optic"
"Cust3262","OnlineBackup","No"
"Cust3677","DeviceProtection","No internet service"
"Cust5964","InternetServiceCategory","DSL"
"Cust6337","StreamingTelevision","No internet service"
"Cust5272","MultipleLines","No"
"Cust6086","HasPhoneService","1"
"Cust2806","InternetServiceCategory","No"
"Cust5318","DeviceProtection","No"
"Cust5505","StreamingTelevision","No"
"Cust2966","InternetServiceCategory","DSL"
"Cust4460","OnlineSecurity","No"
"Cust6061","StreamingTelevision","Yes"
"Cust5339","DeviceProtection","No"
"Cust1495","StreamingTelevision","No"
"Cust3662","InternetServiceCategory","No"
"Cust5041","HasPhoneService","1"
"Cust5522","OnlineSecurity","No internet service"
"Cust2320","HasPhoneService","1"
"Cust4550","HasPhoneService","1"
"Cust3995","StreamingTelevision","No"
"Cust5416","DeviceProtection","No internet service"
"Cust4198","OnlineBackup","No"
"Cust3368","DeviceProtection","No"
"Cust6036","HasPhoneService","1"
"Cust5524","DeviceProtection","No"
"Cust4019","StreamingTelevision","No"
"Cust4822","InternetServiceCategory","No"
"Cust2156","StreamingMovies","No"
"Cust3915","StreamingTelevision","No"
"Cust2535","HasPhoneService","1"
"Cust4010","OnlineSecurity","No internet service"
"Cust2685","StreamingTelevision","No"
"Cust3205","TechnicalSupport","No"
"Cust2319","OnlineBackup","No"
"Cust1468","StreamingTelevision","Yes"
"Cust5934","StreamingMovies","Yes"
"Cust4084","MultipleLines","Yes"
"Cust4997","StreamingTelevision","No"
"Cust1850","MultipleLines","Yes"
"Cust4717","StreamingMovies","Yes"
"Cust2926","StreamingMovies","No"
"Cust1943","StreamingMovies","No internet service"
"Cust6224","InternetServiceCategory","Fiber optic"
"Cust5379","OnlineBackup","No internet service"
"Cust4783","HasPhoneService","1"
"Cust2031","StreamingTelevision","No"
"Cust5112","OnlineBackup","No internet service"
"Cust3263","StreamingTelevision","No internet service"
"Cust2497","TechnicalSupport","Yes"
"Cust3854","StreamingMovies","No"
"Cust3473","TechnicalSupport","No internet service"
"Cust1337","DeviceProtection","Yes"
"Cust5763","DeviceProtection","Yes"
"Cust5497","HasPhoneService","1"
"Cust4121","StreamingTelevision","No"
"Cust4933","InternetServiceCategory","Fiber optic"
"Cust1853","HasPhoneService","1"
"Cust5703","MultipleLines","Yes"
"Cust4710","StreamingMovies","Yes"
"Cust3084","OnlineBackup","No"
"Cust5960","StreamingTelevision","Yes"
"Cust6441","TechnicalSupport","No"
"Cust5898","DeviceProtection","No"
"Cust6059","TechnicalSupport","No"
"Cust2231","OnlineBackup","Yes"
"Cust5701","DeviceProtection","Yes"
"Cust4773","HasPhoneService","1"
"Cust1989","InternetServiceCategory","Fiber optic"
"Cust1838","TechnicalSupport","No"
"Cust3872","MultipleLines","No"
"Cust6130","StreamingTelevision","No"
"Cust1884","OnlineBackup","Yes"
"Cust3437","DeviceProtection","Yes"
"Cust5890","InternetServiceCategory","Fiber optic"
"Cust4620","DeviceProtection","No"
"Cust3935","StreamingMovies","Yes"
"Cust4864","OnlineBackup","Yes"
"Cust6375","InternetServiceCategory","Fiber optic"
"Cust4063","StreamingMovies","Yes"
"Cust6416","DeviceProtection","No internet service"
"Cust2211","OnlineBackup","No"
"Cust2678","DeviceProtection","Yes"
"Cust4047","OnlineSecurity","Yes"
"Cust1474","DeviceProtection","No"
"Cust5125","MultipleLines","Yes"
"Cust1348","OnlineSecurity","No"
"Cust3576","StreamingTelevision","Yes"
"Cust6036","DeviceProtection","Yes"
"Cust1426","InternetServiceCategory","DSL"
"Cust2063","HasPhoneService","1"
"Cust5391","HasPhoneService","1"
"Cust3709","DeviceProtection","No"
"Cust3739","TechnicalSupport","No"
"Cust6135","OnlineSecurity","No"
"Cust3977","TechnicalSupport","Yes"
"Cust5067","HasPhoneService","1"
"Cust3198","StreamingMovies","No"
"Cust4238","TechnicalSupport","No"
"Cust2282","OnlineSecurity","No"
"Cust2203","MultipleLines","Yes"
"Cust4543","MultipleLines","No phone service"
"Cust1300","DeviceProtection","No"
"Cust1672","StreamingTelevision","Yes"
"Cust5260","StreamingMovies","No internet service"
"Cust5639","OnlineBackup","Yes"
"Cust3554","InternetServiceCategory","No"
"Cust4427","TechnicalSupport","Yes"
"Cust4459","InternetServiceCategory","No"
"Cust6186","StreamingMovies","Yes"
"Cust4429","OnlineSecurity","No"
"Cust5018","HasPhoneService","1"
"Cust3953","StreamingTelevision","No internet service"
"Cust1403","TechnicalSupport","No"
"Cust3350","HasPhoneService","1"
"Cust4749","OnlineBackup","No internet service"
"Cust1716","MultipleLines","No"
"Cust1228","StreamingMovies","No internet service"
"Cust3822","StreamingTelevision","No"
"Cust3827","StreamingTelevision","No internet service"
"Cust5749","MultipleLines","Yes"
"Cust4103","HasPhoneService","0"
"Cust3216","MultipleLines","Yes"
"Cust3932","HasPhoneService","1"
"Cust1947","OnlineSecurity","No"
"Cust6329","OnlineSecurity","Yes"
"Cust3049","MultipleLines","Yes"
"Cust1344","MultipleLines","No"
"Cust4125","InternetServiceCategory","Fiber optic"
